id,continent,country_name,country_code_2_digit,state_province_name,us_state_code,postal_code,latitude,longitude,sales_volume_usd,customer_count,avg_transaction_value_usd,custom_geo_area,geo_json_reference_key
1396,South America,Brazil,BR,São Paulo,,01310-111,-23.6098,-46.7501,168400,800,210.50,South America,ref-br-sp-SAO
1411,North America,United States,US,California,CA,90221,34.0081,-118.2054,163345,775,210.77,West Coast,ref-us-ca-LA
1412,North America,United States,US,New York,NY,10013,40.8101,-74.1438,237901,1135,209.60,North East,ref-us-ny-NYC
1413,Europe,Germany,DE,Bavaria,,80343,48.2622,11.7077,98500,465,211.83,Western Europe,ref-de-by-MUN
1414,Asia,Japan,JP,Tokyo,,100-0013,35.8105,139.8099,312200,1455,214.57,East Asia,ref-jp-tko
1415,North America,Canada,CA,Ontario,ON,M5V 2G1,43.7501,-79.4755,132750,635,209.06,North America,ref-ca-on-TOR
1416,South America,Brazil,BR,São Paulo,,01310-112,-23.6198,-46.7601,167400,795,210.57,South America,ref-br-sp-SAO
1431,North America,United States,US,California,CA,90222,33.9981,-118.1954,164345,780,210.70,West Coast,ref-us-ca-LA
1432,North America,United States,US,New York,NY,10014,40.8201,-74.1538,236901,1130,209.65,North East,ref-us-ny-NYC
1433,Europe,Germany,DE,Bavaria,,80344,48.2722,11.7177,97500,460,211.96,Western Europe,ref-de-by-MUN
1434,Asia,Japan,JP,Tokyo,,100-0014,35.8205,139.8199,313200,1460,214.52,East Asia,ref-jp-tko
1435,North America,Canada,CA,Ontario,ON,M5V 2G2,43.7601,-79.4855,133750,640,209.00,North America,ref-ca-on-TOR
1436,South America,Brazil,BR,São Paulo,,01310-113,-23.6298,-46.7701,166400,790,210.63,South America,ref-br-sp-SAO
1451,North America,United States,US,California,CA,90223,33.9881,-118.1854,165345,785,210.63,West Coast,ref-us-ca-LA
1452,North America,United States,US,New York,NY,10015,40.8301,-74.1638,235901,1125,209.70,North East,ref-us-ny-NYC
1453,Europe,Germany,DE,Bavaria,,80345,48.2822,11.7277,96500,455,212.09,Western Europe,ref-de-by-MUN
1454,Asia,Japan,JP,Tokyo,,100-0015,35.8305,139.8299,314200,1465,214.47,East Asia,ref-jp-tko
1455,North America,Canada,CA,Ontario,ON,M5V 2G3,43.7701,-79.4955,134750,645,208.91,North America,ref-ca-on-TOR
1456,South America,Brazil,BR,São Paulo,,01310-114,-23.6398,-46.7801,165400,785,210.70,South America,ref-br-sp-SAO
1471,North America,United States,US,California,CA,90224,33.9781,-118.1754,166345,790,210.56,West Coast,ref-us-ca-LA
1472,North America,United States,US,New York,NY,10016,40.8401,-74.1738,234901,1120,209.73,North East,ref-us-ny-NYC
1473,Europe,Germany,DE,Bavaria,,80346,48.2922,11.7377,95500,450,212.22,Western Europe,ref-de-by-MUN
1474,Asia,Japan,JP,Tokyo,,100-0016,35.8405,139.8399,315200,1470,214.42,East Asia,ref-jp-tko
1475,North America,Canada,CA,Ontario,ON,M5V 2G4,43.7801,-79.5055,135750,650,208.85,North America,ref-ca-on-TOR
1476,South America,Brazil,BR,São Paulo,,01310-115,-23.6498,-46.7901,164400,780,210.77,South America,ref-br-sp-SAO
1491,North America,United States,US,California,CA,90225,33.9681,-118.1654,167345,795,210.50,West Coast,ref-us-ca-LA
1492,North America,United States,US,New York,NY,10017,40.8501,-74.1838,233901,1115,209.78,North East,ref-us-ny-NYC
1493,Europe,Germany,DE,Bavaria,,80347,48.3022,11.7477,94500,445,212.36,Western Europe,ref-de-by-MUN
1494,Asia,Japan,JP,Tokyo,,100-0017,35.8505,139.8499,316200,1475,214.37,East Asia,ref-jp-tko
